sentence,relation,head,head_offset,head_type,tail,tail_offset,tail_type
舵杆及舵柄上键槽的挤压应力应不超过所用材料屈服应力的90%,属性,舵杆,0,施工,挤压应力,9,进程
舵杆及舵柄上键槽的挤压应力应不超过所用材料屈服应力的90%,方位,键槽,6,施工,舵柄,3,施工
舵杆及舵柄上键槽的挤压应力应不超过所用材料屈服应力的90%,属性,键槽,6,施工,挤压应力,9,进程
舵杆及舵柄上键槽的挤压应力应不超过所用材料屈服应力的90%,制约,挤压应力,9,进程,材料,19,施工
舵杆及舵柄上键槽的挤压应力应不超过所用材料屈服应力的90%,属性,材料,19,施工,屈服应力,21,进程
"具有冰级标志的船舶,舵的结构尺寸和布置应符合本篇第4章的有关规定",定义,船舶,11,建筑,冰级标志,6,成果
"具有冰级标志的船舶,舵的结构尺寸和布置应符合本篇第4章的有关规定",属性,舵,14,施工,结构尺寸,16,属性
"具有冰级标志的船舶,舵的结构尺寸和布置应符合本篇第4章的有关规定",属性,舵,14,施工,布置,21,进程
"具有冰级标志的船舶,舵的结构尺寸和布置应符合本篇第4章的有关规定",制约,结构尺寸,16,属性,规定,34,成果
"具有冰级标志的船舶,舵的结构尺寸和布置应符合本篇第4章的有关规定",制约,布置,21,进程,规定,34,成果
锚及锚链的制造应满足CCS«材料与焊接规范»的相关要求,属性,锚,0,施工,制造,5,进程
锚及锚链的制造应满足CCS«材料与焊接规范»的相关要求,属性,锚链,2,施工,制造,5,进程
锚及锚链的制造应满足CCS«材料与焊接规范»的相关要求,制约,制造,5,进程,材料与焊接规范,14,成果
"凡是超过1.5m高度的挡风板和舷墙,均应视为上层建筑或甲板室的一部分",制约,挡风板,11,施工,上层建筑,22,建筑
"凡是超过1.5m高度的挡风板和舷墙,均应视为上层建筑或甲板室的一部分",制约,舷墙,15,施工,上层建筑,22,建筑
"凡是超过1.5m高度的挡风板和舷墙,均应视为上层建筑或甲板室的一部分",制约,挡风板,11,施工,甲板室,27,空间
"凡是超过1.5m高度的挡风板和舷墙,均应视为上层建筑或甲板室的一部分",制约,舷墙,15,施工,甲板室,27,空间
"普通无杆锚的锚头质量,包括梢子与转轴在内,应不小于该锚总质量的60%",包含,无杆锚,2,施工,锚头,6,施工
"普通无杆锚的锚头质量,包括梢子与转轴在内,应不小于该锚总质量的60%",属性,锚头,6,施工,质量,8,属性
"普通无杆锚的锚头质量,包括梢子与转轴在内,应不小于该锚总质量的60%",包含,锚头,6,施工,梢子,13,施工
"普通无杆锚的锚头质量,包括梢子与转轴在内,应不小于该锚总质量的60%",包含,锚头,6,施工,转轴,16,施工
"普通无杆锚的锚头质量,包括梢子与转轴在内,应不小于该锚总质量的60%",制约,质量,8,属性,锚总质量,26,属性
"可以采用有杆的首锚,但其质量(不包括横杆)应不小于本节表3.2.1.1(2)所规定的无杆锚质量的80%",属性,首锚,7,施工,质量,12,属性
"可以采用有杆的首锚,但其质量(不包括横杆)应不小于本节表3.2.1.1(2)所规定的无杆锚质量的80%",制约,质量,12,属性,无杆锚,42,施工
"可以采用有杆的首锚,但其质量(不包括横杆)应不小于本节表3.2.1.1(2)所规定的无杆锚质量的80%",属性,无杆锚,42,施工,质量,45,属性
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",属性,锚,15,施工,质量,17,属性
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",制约,质量,17,属性,无杆首锚,40,施工
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",属性,无杆首锚,40,施工,质量,44,属性
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",属性,大抓力锚,51,施工,抓力,56,施工
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",制约,抓力,56,施工,无杆锚,68,施工
"当采用大抓力锚作为首锚时,每只锚的质量可以为本节表3.2.1.1(2)规定的普通无杆首锚质量的75%,大抓力锚的抓力应至少为同等重量普通无杆锚抓力的两倍",属性,无杆锚,68,施工,抓力,71,施工
"对船长小于40m的船舶,可使用钢丝绳替代锚链",定义,船舶,9,建筑,船长,1,属性
"对船长小于40m的船舶,可使用钢丝绳替代锚链",制约,钢丝绳,15,施工,锚链,20,施工
锚链于连接锚的一端应装设1个转环,制约,锚链,0,施工,转环,14,施工
锚链的内端应系固在船体结构上,包含,锚链,0,施工,内端,3,进程
锚链的内端应系固在船体结构上,制约,内端,3,进程,船体结构,9,施工
钢丝绳的结构形式见CCS«材料与焊接规范»第1篇第10章第4节的规定,属性,钢丝绳,0,施工,结构形式,4,进程
钢丝绳的结构形式见CCS«材料与焊接规范»第1篇第10章第4节的规定,制约,结构形式,4,进程,材料与焊接规范,13,成果
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,拖索,0,施工,植物纤维,11,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,拖索,0,施工,合成纤维,16,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,拖索,0,施工,缆索,31,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,系船索,3,施工,植物纤维,11,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,系船索,3,施工,合成纤维,16,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",制约,系船索,3,施工,缆索,31,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",包含,缆索,31,施工,钢丝,21,施工
"拖索和系船索,可以采用植物纤维、合成纤维或钢丝与植物纤维组成的缆索",包含,缆索,31,施工,植物纤维,24,施工
"使用植物纤维、合成纤维的缆索,其周长应不小于63mm(直径20mm)",定义,缆索,12,施工,植物纤维,2,施工
"使用植物纤维、合成纤维的缆索,其周长应不小于63mm(直径20mm)",定义,缆索,12,施工,合成纤维,7,施工
"使用植物纤维、合成纤维的缆索,其周长应不小于63mm(直径20mm)",属性,缆索,12,施工,周长,16,属性
"缆索的破断负荷大于736kN时,应采用专门设计的缆车来进行操作",属性,缆索,0,施工,破断负荷,3,进程
"缆索的破断负荷大于736kN时,应采用专门设计的缆车来进行操作",制约,缆索,0,施工,缆车,24,施工
"工程船上的作业用绞车可以代替锚机,但应保证有效地收放锚链",方位,作业用绞车,5,施工,工程船,0,建筑
"工程船上的作业用绞车可以代替锚机,但应保证有效地收放锚链",制约,作业用绞车,5,施工,锚机,14,施工
"工程船上的作业用绞车可以代替锚机,但应保证有效地收放锚链",制约,作业用绞车,5,施工,锚链,26,施工
"当系泊绞车和锚机为整体式时,系泊绞车被认为是锚机的一部分",制约,系泊绞车,14,施工,锚机,22,施工
支承锚机与本节3.2.5.3~3.2.5.7所述固定锚机的螺栓载荷的甲板骨架强度应进行直接计算,包含,支承锚机,0,施工,螺栓载荷,29,进程
支承锚机与本节3.2.5.3~3.2.5.7所述固定锚机的螺栓载荷的甲板骨架强度应进行直接计算,包含,固定锚机,24,施工,螺栓载荷,29,进程
支承锚机与本节3.2.5.3~3.2.5.7所述固定锚机的螺栓载荷的甲板骨架强度应进行直接计算,属性,螺栓载荷,29,进程,甲板骨架强度,34,属性
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",方位,肋板,6,施工,单层底船,1,建筑
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",方位,舭肘板,9,施工,单层底船,1,建筑
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",方位,舭部污水沟,20,施工,双层底船,15,建筑
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,肋板,6,施工,遮蔽板,30,施工
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,舭肘板,9,施工,遮蔽板,30,施工
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,舭部污水沟,20,施工,遮蔽板,30,施工
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,肋板,6,施工,活动铺板,40,施工
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,舭肘板,9,施工,活动铺板,40,施工
"在单层底船的肋板、舭肘板上以及双层底船的舭部污水沟上,应铺设遮蔽板并应设有局部的活动铺板,以便掀开进行检查",制约,舭部污水沟,20,施工,活动铺板,40,施工
"如在货舱口下方的内底板上铺设木铺板,则木铺板下面应垫木条,该木条的厚度至少应为30mm",方位,内底板,8,施工,货舱口,2,进程
"如在货舱口下方的内底板上铺设木铺板,则木铺板下面应垫木条,该木条的厚度至少应为30mm",制约,内底板,8,施工,木铺板,14,施工
"如在货舱口下方的内底板上铺设木铺板,则木铺板下面应垫木条,该木条的厚度至少应为30mm",制约,木铺板,19,施工,木条,26,施工
"如在货舱口下方的内底板上铺设木铺板,则木铺板下面应垫木条,该木条的厚度至少应为30mm",属性,木条,26,施工,厚度,33,属性
"如双层底柜内不装燃油,可直接铺设在先涂好一层沥青化合物或其他有效敷料的内底板上",制约,双层底柜,1,施工,内底板,35,施工
"如双层底柜内不装燃油,可直接铺设在先涂好一层沥青化合物或其他有效敷料的内底板上",定义,内底板,35,施工,沥青化合物,22,施工
"如双层底柜内不装燃油,可直接铺设在先涂好一层沥青化合物或其他有效敷料的内底板上",定义,内底板,35,施工,敷料,32,施工
"位于货舱口下方的内底板或轴隧顶板如增厚2mm,可免予铺设木铺板",方位,内底板,8,施工,货舱口,2,进程
"位于货舱口下方的内底板或轴隧顶板如增厚2mm,可免予铺设木铺板",方位,轴隧顶板,12,施工,货舱口,2,进程
"位于货舱口下方的内底板或轴隧顶板如增厚2mm,可免予铺设木铺板",制约,内底板,8,施工,木铺板,28,施工
"位于货舱口下方的内底板或轴隧顶板如增厚2mm,可免予铺设木铺板",制约,轴隧顶板,12,施工,木铺板,28,施工
"如使用抓斗或其他类似机械进行装卸,则在货舱口下方的内底板上铺设双层木铺板(每层厚度按本节3.3.1.3规定),如内底板已增厚5mm,可免予铺设木铺板",方位,内底板,25,施工,货舱口,19,进程
"如使用抓斗或其他类似机械进行装卸,则在货舱口下方的内底板上铺设双层木铺板(每层厚度按本节3.3.1.3规定),如内底板已增厚5mm,可免予铺设木铺板",制约,内底板,25,施工,双层木铺板,31,施工
"如货舱舱壁的另一侧为深油舱且具有加热设备时,应在货舱一侧铺设木铺板或敷设绝缘",包含,货舱,1,空间,舱壁,3,施工
"如货舱舱壁的另一侧为深油舱且具有加热设备时,应在货舱一侧铺设木铺板或敷设绝缘",制约,货舱,24,空间,木铺板,30,施工
"如铺设木铺板,其厚度应按本节3.3.1.3规定",属性,木铺板,3,施工,厚度,8,属性
"如铺设木铺板,其厚度应按本节3.3.1.3规定",制约,厚度,8,属性,规定,21,成果
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",方位,入孔盖,4,施工,货舱,0,空间
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",包含,入孔盖,4,施工,附件,9,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔盖,4,施工,内底板,18,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔盖,4,施工,木铺板,22,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,附件,9,施工,内底板,18,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,附件,9,施工,木铺板,22,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔盖,4,施工,入孔,37,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,附件,9,施工,入孔,37,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔,37,施工,钢镶框,42,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔,37,施工,木铺板,49,施工
"货舱内的入孔盖及其附件,应尽量不高出内底板或木铺板,如高出内底板,则对每一入孔应先加钢镶框,再加上木铺板或钢盖板,使其逐渐过渡",制约,入孔,37,施工,钢盖板,53,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",定义,双层底柜,6,施工,木铺板,2,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,双层底柜,6,施工,顶板,10,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,轴隧,13,施工,顶板,15,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,顶板,10,施工,外表面,18,进程
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,顶板,15,施工,外表面,18,进程
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",制约,外表面,18,进程,沥青溶液,25,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",制约,外表面,18,进程,涂料,35,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",定义,双层底柜,45,施工,木铺板,41,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,双层底柜,45,施工,顶板,49,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",包含,轴隧,52,施工,顶板,54,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",制约,顶板,49,施工,油漆,60,施工
"铺设木铺板的双层底柜顶板或轴隧顶板的外表面,应涂刷沥青溶液或其他有效的涂料;不铺设木铺板的双层底柜顶板或轴隧顶板则应涂刷油漆",制约,顶板,54,施工,油漆,60,施工
"装运杂货的处所,应沿船舷内侧装设护舷木条,其边缘之间距应不超过300mm",定义,处所,5,空间,杂货,2,施工
"装运杂货的处所,应沿船舷内侧装设护舷木条,其边缘之间距应不超过300mm",制约,处所,5,空间,护舷木条,16,施工
"装运杂货的处所,应沿船舷内侧装设护舷木条,其边缘之间距应不超过300mm",包含,护舷木条,16,施工,边缘,22,进程
"装运杂货的处所,应沿船舷内侧装设护舷木条,其边缘之间距应不超过300mm",属性,边缘,22,进程,间距,25,属性
护舷条亦可采用钢质材料,制约,护舷条,0,施工,钢质材料,7,施工
"轻型吊杆装置的桅或起重柱,应至少有2个牢固的支持点",包含,轻型吊杆装置,0,施工,桅,7,施工
"轻型吊杆装置的桅或起重柱,应至少有2个牢固的支持点",包含,轻型吊杆装置,0,施工,起重柱,9,施工
"轻型吊杆装置的桅或起重柱,应至少有2个牢固的支持点",制约,桅,7,施工,支持点,22,进程
"轻型吊杆装置的桅或起重柱,应至少有2个牢固的支持点",制约,起重柱,9,施工,支持点,22,进程
"具有足够强度的上层建筑甲板或甲板室甲板,可作为其中一个有效的支持点",包含,上层建筑,7,建筑,甲板,11,施工
"具有足够强度的上层建筑甲板或甲板室甲板,可作为其中一个有效的支持点",包含,甲板室,14,空间,甲板,17,施工
"具有足够强度的上层建筑甲板或甲板室甲板,可作为其中一个有效的支持点",制约,甲板,11,施工,支持点,30,进程
"具有足够强度的上层建筑甲板或甲板室甲板,可作为其中一个有效的支持点",制约,甲板,17,施工,支持点,30,进程
"桅或起重柱穿过甲板支持点处应牢固地与甲板连接,甲板开孔周围应作有效的补强",方位,桅,0,施工,甲板,7,施工
"桅或起重柱穿过甲板支持点处应牢固地与甲板连接,甲板开孔周围应作有效的补强",方位,起重柱,2,施工,甲板,7,施工
"桅或起重柱穿过甲板支持点处应牢固地与甲板连接,甲板开孔周围应作有效的补强",包含,甲板,7,施工,支持点,9,进程
"桅或起重柱穿过甲板支持点处应牢固地与甲板连接,甲板开孔周围应作有效的补强",制约,支持点,9,进程,甲板,18,施工
"桅或起重柱穿过甲板支持点处应牢固地与甲板连接,甲板开孔周围应作有效的补强",包含,甲板,23,施工,开孔,25,施工
"桅或起重柱的最小壁厚为6mm,如桅或起重柱兼作通风筒时,则应不小于7mm",属性,桅,0,施工,壁厚,8,属性
"桅或起重柱的最小壁厚为6mm,如桅或起重柱兼作通风筒时,则应不小于7mm",属性,起重柱,2,施工,壁厚,8,属性
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,轻型吊杆,0,施工,桅,5,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,起重柱,7,施工,下端,11,进程
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,起重柱,7,施工,桅肩,14,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,起重柱,7,施工,吊货杆座,17,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,起重柱,7,施工,千斤索眼板,22,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",包含,起重柱,7,施工,桅支索眼板,28,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,下端,11,进程,腹板,53,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,桅肩,14,施工,腹板,53,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,吊货杆座,17,施工,腹板,53,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,千斤索眼板,22,施工,腹板,53,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,桅支索眼板,28,施工,腹板,53,施工
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,下端,11,进程,壁厚,58,属性
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,桅肩,14,施工,壁厚,58,属性
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,吊货杆座,17,施工,壁厚,58,属性
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,千斤索眼板,22,施工,壁厚,58,属性
"轻型吊杆的桅或起重柱的下端、桅肩、吊货杆座、千斤索眼板和桅支索眼板固定区域等应力集中的部位,应根据需要加装腹板或增加壁厚",制约,桅支索眼板,28,施工,壁厚,58,属性
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,属性,桅,0,施工,工况,10,属性
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,属性,桅,0,施工,安全系数,13,属性
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,属性,起重柱,2,施工,工况,10,属性
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,属性,起重柱,2,施工,安全系数,13,属性
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,制约,工况,10,属性,规定,28,成果
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,制约,安全系数,13,属性,规定,28,成果
桅或起重柱强度计算的工况和安全系数应符合船旗国主管机关的规定,定义,规定,28,成果,船旗国主管机关,20,进程
"本节适用于20000载重吨及以上的液货船,包括油船、化学品液货船和液化气体船,在应急情况下拖离危险区时的所需设备",制约,本节,0,成果,液货船,17,建筑
"本节适用于20000载重吨及以上的液货船,包括油船、化学品液货船和液化气体船,在应急情况下拖离危险区时的所需设备",包含,液货船,17,建筑,油船,23,建筑
"本节适用于20000载重吨及以上的液货船,包括油船、化学品液货船和液化气体船,在应急情况下拖离危险区时的所需设备",包含,液货船,17,建筑,化学品液货船,26,建筑
"本节适用于20000载重吨及以上的液货船,包括油船、化学品液货船和液化气体船,在应急情况下拖离危险区时的所需设备",包含,液货船,17,建筑,液化气体船,33,建筑
"装有符合本节规定的应急拖带装置的液货船,授予附加标志:EmergencyTowingArrange-ments",定义,液货船,16,建筑,应急拖带装置,9,施工
"装有符合本节规定的应急拖带装置的液货船,授予附加标志:EmergencyTowingArrange-ments",制约,液货船,16,建筑,标志,24,成果
"应急拖带装置的设计应考虑到船舶失去动力时易于操作,并能快速地与拖船连接",属性,应急拖带装置,0,施工,设计,7,进程
"应急拖带装置的设计应考虑到船舶失去动力时易于操作,并能快速地与拖船连接",制约,设计,7,进程,操作,22,进程
"应急拖带装置的设计应考虑到船舶失去动力时易于操作,并能快速地与拖船连接",制约,设计,7,进程,拖船,31,建筑
"短拖索应具有一个硬质末端眼环,以便与标准的弓形卸扣连接",制约,短拖索,0,施工,硬质末端眼环,8,施工
"短拖索应具有一个硬质末端眼环,以便与标准的弓形卸扣连接",连接,硬质末端眼环,8,施工,弓形卸扣,21,施工
导缆装置可为导缆孔或带滚柱的导缆器,制约,导缆装置,0,施工,导缆孔,6,施工
导缆装置可为导缆孔或带滚柱的导缆器,制约,导缆装置,0,施工,导缆器,14,施工
导缆装置可为导缆孔或带滚柱的导缆器,定义,导缆器,14,施工,滚柱,11,施工
"导缆装置应具有足够大的开口,以便通过防擦装置、短拖索及相关部件的最大部分",制约,导缆装置,0,施工,开口,11,进程
"拖力点是拖带装置在船上的紧固端,其应为止链器或拖力眼板或其他等强度的装置",定义,拖力点,0,进程,紧固端,12,进程
"拖力点是拖带装置在船上的紧固端,其应为止链器或拖力眼板或其他等强度的装置",包含,拖带装置,4,施工,紧固端,12,进程
"拖力点是拖带装置在船上的紧固端,其应为止链器或拖力眼板或其他等强度的装置",制约,拖力点,0,进程,止链器,19,施工
"拖力点是拖带装置在船上的紧固端,其应为止链器或拖力眼板或其他等强度的装置",制约,拖力点,0,进程,拖力眼板,23,施工
"拖力点是拖带装置在船上的紧固端,其应为止链器或拖力眼板或其他等强度的装置",制约,拖力点,0,进程,装置,34,施工
拖力点可结合导缆装置进行设计,制约,拖力点,0,进程,导缆装置,6,施工
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,制约,本节,0,成果,拖带,7,施工
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,制约,本节,0,成果,船用配件,16,施工
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,定义,船用配件,16,施工,系泊,10,进程
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,制约,本节,0,成果,支撑结构,21,施工
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,属性,支撑结构,21,施工,设计,26,进程
本节要求适用于拖带和系泊操作用的船用配件及支撑结构的设计与构造,属性,支撑结构,21,施工,构造,29,进程
船体支撑结构的最小净尺度应满足本节3.6.3.5和3.6.4.5的要求,包含,船体,0,建筑,支撑结构,2,施工
船体支撑结构的最小净尺度应满足本节3.6.3.5和3.6.4.5的要求,属性,支撑结构,2,施工,净尺度,9,属性
船体支撑结构的最小净尺度应满足本节3.6.3.5和3.6.4.5的要求,制约,净尺度,9,属性,要求,33,成果
本节要求适用于2018年7月1日及以后签订合同的船舶,制约,本节,0,成果,船舶,24,建筑
本节要求不适用于伴航拖带、运河拖带及液货船的应急拖带,制约,本节,0,成果,伴航拖带,8,施工
本节要求不适用于伴航拖带、运河拖带及液货船的应急拖带,制约,本节,0,成果,运河拖带,13,施工
本节要求不适用于伴航拖带、运河拖带及液货船的应急拖带,制约,本节,0,成果,液货船,18,建筑
本节要求不适用于伴航拖带、运河拖带及液货船的应急拖带,包含,液货船,18,建筑,应急拖带,22,施工
常规船舶:系指500GT及以上除高速船、特殊用途船舶、海洋平台以外的所有新造排水型船舶,定义,常规船舶,0,建筑,排水型船舶,38,建筑
"特殊用途船舶系指机械自航船舶,根据其功能,载有12名以上特殊人员",定义,特殊用途船舶,0,建筑,机械自航船舶,8,建筑
船用配件:系指下列正常系泊船舶用的系缆桩与缆柱、系缆器、立式滚轮、导缆孔以及用于正常拖带或其他拖带船舶的类似部件,包含,船用配件,0,施工,系缆桩,17,施工
